"","X1","sex","age","income1","same_city","same_count","seller_sco","dispersao","type","V11","V12","V12.1","income","actual"
"1904",1926,"F",46,0.4,"1","1",0.777777777777778,0.0159316837482374,"0.5",0.997014925373134,49,1,"0.4","0"
"1905",1927,"F",30,0.2,"1","1",0.454545454545455,0.00853267902363491,"0.5",0.986548737792519,71,3,"0.2","0"
"1906",1928,"M",24,0.2,"0","0",0.515151515151515,0.010072447743596,"1",0.937196503722888,16,5,"0.2","0"
"1907",1930,"M",39,0.2,"1","1",0.151515151515152,0.0111786370712282,"0.75",0.982855013045099,46,4,"0.2","0"
"1908",1931,"F",28,0.2,"1","1",0.181818181818182,0.0243420704208971,"0.25",0.904969485614647,74,3,"0.2","0"
"1909",1932,"F",20,0.2,"1","1",0.363636363636364,0.0225738999771737,"0.25",0.97212138812255,9,3,"0.2","0"
"1910",1933,"M",43,1,"0","1",0.232323232323232,0.00566897303509359,"1",0,29,3,"1","0"
"1911",1934,"M",23,0.2,"1","1",0.878787878787879,0.0123330795710312,"0.75",1,48,3,"0.2","0"
"1912",1935,"M",27,0.2,"1","1",0.0505050505050505,0.00360460316096515,"0.25",0.985052562417871,26,3,"0.2","0"
"1913",1936,"M",77,0.2,"1","1",0.373737373737374,0.0111657964790806,"0",0.993975903614458,55,3,"0.2","0"
"1914",1937,"F",58,0.4,"1","1",0.161616161616162,0.00341424529295102,"0.5",0.919736118746564,70,2,"0.4","0"
"1915",1938,"M",28,0.2,"1","1",0.262626262626263,0.0112412522902712,"0.75",0.992853112657514,13,4,"0.2","0"
"1916",1939,"M",50,0.2,"1","1",0.767676767676768,0.00789906548304159,"0.75",1,25,3,"0.2","0"
"1917",1940,"F",28,0.2,"1","1",0.96969696969697,0.00516816242157822,"0.75",1,67,3,"0.2","0"
"1918",1941,"F",46,0.2,"1","1",0.676767676767677,0.00879426584697352,"0",1,34,2,"0.2","0"
"1919",1942,"M",67,0.4,"1","1",0.303030303030303,0.00204103523316661,"0.25",0.990062111801242,41,2,"0.4","0"
"1920",1943,"F",71,0.2,"1","1",0.525252525252525,0.00280737337328672,"0.75",0.979356270810211,2,3,"0.2","0"
"1921",1944,"M",32,0.2,"1","1",0.373737373737374,0.00337816761105521,"0.25",0.97212138812255,9,3,"0.2","0"
"1922",1945,"M",25,0.2,"1","1",0.313131313131313,0.0111208602215582,"0.75",0.969899062725306,23,4,"0.2","0"
"1923",1946,"M",64,0.2,"1","1",0.404040404040404,0.00118736798466551,"0.25",0.967834460151608,10,3,"0.2","0"
"1924",1947,"M",68,0.2,"1","1",0.202020202020202,0.152245640709736,"1",0.00556792873051225,43,4,"0.2","1"
"1925",1948,"F",76,0.2,"1","1",0.161616161616162,0.00928880038176275,"0.75",0.982855013045099,46,4,"0.2","0"
"1926",1949,"F",32,0.2,"1","1",0.535353535353535,0.00618885560038378,"0.25",0.979356270810211,2,2,"0.2","0"
"1927",1950,"F",34,0.2,"0","0",0.555555555555556,0.00627722173015229,"1",0.937196503722888,16,5,"0.2","0"
"1928",1951,"M",63,0.2,"1","1",0.242424242424242,0.00195732875009892,"0.75",0.964021615472127,6,4,"0.2","0"
"1929",1952,"F",47,0.2,"1","1",0.535353535353535,0.0139043219703916,"0.75",0.979356270810211,2,3,"0.2","0"
"1930",1953,"F",25,0.2,"1","1",0.616161616161616,0.0100824170163794,"0",0.983249279538905,14,2,"0.2","0"
"1931",1954,"F",31,0.4,"1","1",0.202020202020202,0.122629001542211,"1",0.919736118746564,70,4,"0.4","1"
"1932",1955,"F",77,0.2,"1","1",0.191919191919192,0.00220576622344313,"0",0.904969485614647,74,3,"0.2","0"
"1933",1956,"M",30,0.2,"1","1",0.636363636363636,0.00319453838864272,"0.5",0.995850622406639,61,2,"0.2","0"
"1934",1957,"F",36,0.2,"1","1",0.111111111111111,0.0115936400237574,"0",0.963785796840889,42,3,"0.2","0"
"1935",1958,"F",77,0.2,"1","1",0.262626262626263,0.00529470206479393,"0.5",0.992853112657514,13,3,"0.2","0"
"1936",1960,"F",44,0.2,"1","1",0.787878787878788,0.0085938229152007,"0.75",1,4,3,"0.2","0"
"1937",1961,"F",30,0.2,"1","1",0.808080808080808,0.0127929561359308,"0.75",1,33,3,"0.2","0"
"1938",1962,"F",47,0.2,"1","1",0.878787878787879,0.0198572506238032,"0.5",1,48,2,"0.2","0"
"1939",1963,"M",33,0.2,"0","0",0.131313131313131,0.250238055295237,"1",0.929463171036205,66,7,"0.2","0"
"1940",1964,"F",27,0.2,"1","1",0.404040404040404,0.0100111916586583,"0.75",0.967834460151608,10,4,"0.2","1"
"1941",1965,"M",53,0.2,"1","1",0.363636363636364,0.0104586251915392,"0",0.97212138812255,9,3,"0.2","0"
"1942",1966,"M",65,0.2,"1","1",0.323232323232323,0.0116458738408039,"0",0.989998386836587,19,3,"0.2","0"
"1943",1967,"M",55,0.2,"1","1",0.131313131313131,0.00659621665685728,"0.5",0.982855013045099,46,3,"0.2","0"
"1944",1968,"F",48,0.2,"0","1",0.939393939393939,0.0190609732348657,"1",1,12,4,"0.2","0"
"1945",1969,"F",29,0.2,"1","1",0.0606060606060606,0.00903917089575891,"0.5",0.925706010137581,40,3,"0.2","0"
"1946",1970,"F",22,0.2,"0","0",0.424242424242424,0.0195443937059679,"1",0.909515859766277,52,6,"0.2","0"
"1947",1971,"M",28,0.2,"1","1",0.818181818181818,0.0108154959824636,"0.5",1,33,2,"0.2","0"
"1948",1972,"M",51,0.2,"1","1",0.101010101010101,0.00437692880969035,"0.5",0.963785796840889,42,3,"0.2","1"
"1949",1973,"F",53,0.2,"1","1",0.131313131313131,0.00421920164537718,"0.5",0.982855013045099,46,3,"0.2","0"
"1950",1975,"F",54,0.2,"1","1",0.464646464646465,0.0120203377890723,"0.75",0.989976869699306,5,4,"0.2","0"
"1951",1976,"M",47,0.2,"1","1",0.292929292929293,0.0127643803642287,"0",0.969899062725306,23,3,"0.2","0"
"1952",1977,"F",51,0.4,"1","1",0.121212121212121,0.00362305696683024,"0.5",0.919736118746564,70,2,"0.4","0"
"1953",1978,"M",47,0.2,"1","1",0.373737373737374,0.0204124698024292,"0.5",0.993975903614458,55,3,"0.2","0"
"1954",1979,"M",19,0.2,"1","1",0.373737373737374,0.0407894763363222,"0.75",0.993975903614458,55,5,"0.2","0"
"1955",1980,"F",48,0.2,"1","1",0.858585858585859,0.00386027422702238,"0.5",1,48,2,"0.2","0"
"1956",1981,"F",46,0.2,"1","1",0.414141414141414,0.0178444020702761,"0.5",0.967834460151608,10,3,"0.2","0"
"1957",1982,"F",27,0.2,"0","0",0.202020202020202,0.0658488561217091,"1",0.87270942408377,60,7,"0.2","0"
"1958",1983,"F",33,0.2,"1","1",0.252525252525253,0.00679986600882444,"0",0.992853112657514,13,3,"0.2","0"
"1959",1984,"M",31,0.2,"1","1",0.454545454545455,0.0125346900778495,"0.75",0.986548737792519,71,4,"0.2","0"
"1960",1985,"F",69,0.2,"1","1",0.353535353535354,0.00841694244820413,"0.5",0.97212138812255,9,3,"0.2","0"
"1961",1986,"F",31,0.4,"1","1",0.414141414141414,0.0103668095471161,"0.25",0.990062111801242,41,2,"0.4","0"
"1962",1987,"F",54,0.2,"1","1",0.151515151515152,0.00581902581237022,"0.75",0.982855013045099,46,4,"0.2","0"
"1963",1988,"F",57,0.2,"1","1",0.484848484848485,0.0111015318107953,"0",0.989976869699306,5,3,"0.2","0"
"1964",1989,"M",34,0.2,"1","1",0.0202020202020202,0.0095681079961293,"0",0.985052562417871,26,3,"0.2","0"
"1965",1990,"M",28,0.2,"1","1",0.202020202020202,0.207651437394287,"1",0.00556792873051225,43,4,"0.2","1"
"1966",1991,"M",38,0.2,"1","1",0.131313131313131,0.00915201105426768,"0.75",0.982855013045099,46,4,"0.2","0"
"1967",1992,"F",26,0.2,"1","1",0.787878787878788,0.00400865040047706,"0.5",1,4,2,"0.2","0"
"1968",1993,"F",59,0.2,"1","1",0.555555555555556,0.00673188963266157,"0.75",0.979356270810211,2,3,"0.2","0"
"1969",1994,"M",39,0.2,"1","1",0.858585858585859,0.00486315894979506,"0.5",1,48,2,"0.2","0"
"1970",1995,"M",55,0.2,"1","1",0.343434343434343,0.010644671118055,"0.75",0.989998386836587,19,4,"0.2","0"
"1971",1996,"F",79,0.2,"1","1",0.797979797979798,0.00681375444432339,"0",1,4,2,"0.2","0"
"1972",1997,"M",32,0.2,"1","1",0.0707070707070707,0.00692372755362733,"0.5",0.963785796840889,42,3,"0.2","0"
"1973",1998,"F",37,0.2,"0","1",0.101010101010101,0.00405053634285207,"0.75",0.869925671812464,28,5,"0.2","1"
"1974",1999,"F",40,0.2,"1","1",0.363636363636364,0.00866427039245522,"0",0.97212138812255,9,3,"0.2","0"
"1975",2000,"F",23,0.2,"0","0",0.212121212121212,0.103231022753489,"1",0.87270942408377,60,7,"0.2","0"
"1976",2001,"M",57,0.2,"1","1",0.121212121212121,0.0323396790217208,"0.25",0.982855013045099,46,4,"0.2","0"
"1977",2002,"M",29,0.2,"1","1",0.898989898989899,0.0120515520293083,"0",1,38,2,"0.2","0"
"1978",2003,"F",22,0.2,"1","1",0.292929292929293,0.0126709121066366,"0.25",0.969899062725306,23,3,"0.2","0"
"1979",2004,"M",34,0.2,"0","1",0.454545454545455,0.0817342220571627,"1",0.949377732929701,7,6,"0.2","0"
"1980",2005,"F",59,0.2,"1","1",0.737373737373737,0.0110226022634516,"0",1,65,2,"0.2","0"
"1981",2006,"M",46,0.2,"1","1",0.303030303030303,0.0987077657886063,"1",0.969899062725306,23,5,"0.2","1"
"1982",2007,"M",22,0.2,"1","1",0.616161616161616,0.00962923903024752,"0.75",0.983249279538905,14,3,"0.2","0"
"1983",2008,"F",27,0.2,"1","1",0.737373737373737,0.00355507924373445,"0.5",1,65,2,"0.2","0"
"1984",2009,"M",62,0.2,"0","0",0.737373737373737,0.0978899244857542,"1",1,21,6,"0.2","0"
"1985",2010,"F",56,0.2,"1","1",0.181818181818182,0.00884349280589561,"0.25",0.904969485614647,74,3,"0.2","0"
"1986",2011,"F",69,0.2,"1","1",0.464646464646465,0.00923355857482766,"0.75",0.989976869699306,5,4,"0.2","0"
"1987",2012,"F",49,0.2,"0","0",0.626262626262626,0.0544473116748581,"1",0.972802024035421,59,6,"0.2","0"
"1988",2013,"F",54,0.2,"1","1",0.626262626262626,0.0101460955251063,"0.25",0.995850622406639,61,2,"0.2","0"
"1989",2014,"F",46,0.2,"1","1",0.565656565656566,0.00832054530941062,"0.75",0.995238095238095,72,3,"0.2","0"
"1990",2015,"M",35,0.4,"1","1",0.95959595959596,0.00813804453623406,"0",0.997014925373134,49,1,"0.4","0"
"1991",2016,"M",22,0.2,"1","1",0.555555555555556,0.00300232000906711,"0.75",0.979356270810211,2,3,"0.2","0"
"1992",2017,"M",31,0.2,"1","1",0,0.0111814591867976,"0.25",0.985052562417871,26,3,"0.2","0"
"1993",2018,"M",32,0.2,"1","1",0.393939393939394,0.00869525065110117,"0.25",0.993975903614458,55,3,"0.2","0"
"1994",2020,"M",22,0.2,"1","1",0.515151515151515,0.00958574236696839,"0",0.957218167072182,3,2,"0.2","0"
"1995",2022,"F",26,0.2,"1","1",0.727272727272727,0.0118250422576589,"0.75",1,65,3,"0.2","0"
"1996",2024,"F",67,0.2,"1","1",0.575757575757576,0.0075587667501846,"0.75",0.964222873900293,35,3,"0.2","0"
"1997",2025,"F",37,0.2,"1","1",0.727272727272727,0.0103339634668569,"0.75",1,65,3,"0.2","0"
"1998",2026,"F",34,0.2,"1","1",0.494949494949495,0.00561697459152529,"0",0.989976869699306,5,2,"0.2","0"
"1999",2027,"F",23,0.2,"1","1",0.343434343434343,0.00522019916410046,"0",0.97212138812255,9,3,"0.2","0"
"2000",2028,"M",54,0.6,"0","1",0.646464646464647,0.00836631724435084,"1",0.949232406140751,31,3,"0.6","0"
"2001",2029,"M",61,0.2,"1","1",0.878787878787879,0.00112642233189197,"0",1,48,2,"0.2","0"
"2002",2030,"F",42,0.4,"1","1",0.202020202020202,0.0118748147095489,"0.75",0.919736118746564,70,3,"0.4","1"
"2003",2031,"M",64,0.2,"1","1",0.797979797979798,0.00990615331396204,"0.75",1,4,3,"0.2","0"
"2004",2032,"M",65,0.2,"1","1",0.686868686868687,0.0101414940799686,"0.75",1,34,3,"0.2","0"
"2005",2033,"M",77,0.2,"1","1",0.858585858585859,0.00827504786983752,"0.75",1,48,3,"0.2","0"
"2006",2034,"F",30,0.2,"1","1",0.95959595959596,0.0146181173614569,"0.5",1,67,2,"0.2","0"
"2007",2035,"F",30,0.2,"1","1",0.939393939393939,0.0119753641226288,"0.75",1,64,3,"0.2","0"
"2008",2036,"F",21,0.2,"0","1",0.464646464646465,0.00116159953622333,"1",0.949377732929701,7,5,"0.2","0"
"2009",2037,"F",65,0.2,"1","1",0.292929292929293,0.0110555379438956,"0.75",0.969899062725306,23,4,"0.2","0"
"2010",2038,"F",58,0.2,"1","1",0.0505050505050505,0.00856105722553574,"0.75",0.985052562417871,26,4,"0.2","0"
"2011",2039,"F",60,0.2,"1","1",0.95959595959596,0.000262435764528068,"0",1,67,2,"0.2","0"
"2012",2040,"F",56,0.2,"1","1",0.262626262626263,0.00838858058253801,"0",0.992853112657514,13,3,"0.2","0"
"2013",2041,"M",38,0.4,"1","1",0.737373737373737,0.0128756220477347,"0.25",0.99935691318328,69,1,"0.4","0"
"2014",2042,"F",26,0.2,"1","1",0.707070707070707,0.0129559344546744,"0.75",1,22,3,"0.2","0"
"2015",2043,"M",41,1,"1","1",0.131313131313131,0.00987705941990421,"0.75",0.905070118662352,56,3,"1","0"
"2016",2044,"M",33,0.2,"0","0",0.525252525252525,0.285125059137943,"1",0.962264150943396,30,6,"0.2","0"
"2017",2045,"M",29,1,"1","1",0.424242424242424,0.0107146894689141,"0",0.989714285714286,47,2,"1","0"
"2018",2046,"F",40,0.2,"1","1",0.0707070707070707,0.00645890275299349,"0.5",0.963785796840889,42,3,"0.2","0"
"2019",2047,"F",48,0.2,"1","1",0.838383838383838,0.0127093816869453,"0.75",1,44,3,"0.2","0"
"2020",2048,"F",25,0.2,"1","1",0.505050505050505,0.0510544455743779,"0.25",0.957218167072182,3,3,"0.2","0"
"2021",2049,"F",68,0.2,"1","1",0.616161616161616,0.00885088151193279,"0",0.983249279538905,14,2,"0.2","0"
"2022",2050,"F",44,0.2,"0","1",0.777777777777778,0.0718881119589925,"1",1,12,5,"0.2","0"
"2023",2051,"F",34,0.2,"1","1",0.555555555555556,0.00521351885733123,"0.5",0.979356270810211,2,2,"0.2","0"
"2024",2052,"M",49,0.2,"1","1",0.303030303030303,0.00717174218829935,"0.25",0.969899062725306,23,3,"0.2","0"
"2025",2053,"F",65,0.2,"1","1",0.717171717171717,0.0118773079521891,"0.75",1,45,3,"0.2","0"
"2026",2054,"M",73,0.2,"1","1",0.676767676767677,0.00940948098321797,"0.25",1,34,2,"0.2","0"
"2027",2055,"F",70,0.2,"1","1",0.707070707070707,0.00969084719249385,"0",1,22,2,"0.2","0"
"2028",2056,"F",70,0.2,"0","1",0.464646464646465,0.0880523721077813,"1",0.949377732929701,7,6,"0.2","0"
"2029",2057,"F",20,0.2,"1","1",0.828282828282828,0.00677770558233916,"0.25",1,33,2,"0.2","0"
"2030",2058,"M",28,0.2,"1","1",0.232323232323232,0.010823026131078,"0.75",0.964021615472127,6,4,"0.2","0"
"2031",2059,"F",60,0.2,"1","1",0.292929292929293,0.0099863284007856,"0.25",0.969899062725306,23,3,"0.2","0"
"2032",2060,"M",53,0.6,"1","1",0.676767676767677,0.000788853599455835,"0.25",0.994578313253012,37,1,"0.6","0"
"2033",2061,"M",65,0.2,"1","1",0.202020202020202,0.00737804925124942,"0.75",0.974744760881247,17,4,"0.2","0"
"2034",2062,"M",34,0.2,"1","1",0.323232323232323,0.00859007028049904,"0",0.989998386836587,19,3,"0.2","0"
"2035",2063,"F",34,0.2,"1","1",0.0101010101010101,0.0119266114714575,"0",0.985052562417871,26,3,"0.2","0"
"2036",2064,"M",31,0.2,"0","1",0.0404040404040404,0.0396547705387506,"1",0.869925671812464,28,6,"0.2","0"
"2037",2065,"F",28,0.2,"1","1",0.515151515151515,0.0128077193339598,"0.75",0.957218167072182,3,3,"0.2","0"
"2038",2066,"M",28,0.2,"1","1",0.474747474747475,0.0116802510315559,"0.75",0.989976869699306,5,4,"0.2","0"
"2039",2067,"M",75,0.2,"1","1",0.202020202020202,0.00787482819849621,"0.25",0.974744760881247,17,3,"0.2","0"
"2040",2068,"M",69,0.2,"1","1",0.616161616161616,0.0223014944112794,"0.5",0.983249279538905,14,2,"0.2","0"
"2041",2069,"M",64,0.2,"1","1",0.797979797979798,0.0118797426902459,"0.25",1,4,2,"0.2","0"
"2042",2070,"M",21,0.2,"0","1",0.646464646464647,0.0417967645249528,"1",0.949232406140751,31,5,"0.2","0"
"2043",2071,"F",59,0.2,"1","1",0.252525252525253,0.00286292540712271,"0.5",0.992853112657514,13,3,"0.2","0"
"2044",2072,"F",54,0.2,"1","1",0.202020202020202,0.00338768435645612,"0.5",0.964021615472127,6,3,"0.2","0"
"2045",2073,"F",57,0.2,"1","1",0.474747474747475,0.00885035949911307,"0.75",0.989976869699306,5,4,"0.2","0"
"2046",2074,"M",30,0.2,"0","1",0.595959595959596,0.098339301739029,"1",0.949232406140751,31,5,"0.2","0"
"2047",2075,"M",51,0.2,"1","1",0.111111111111111,0.00799144289636574,"0.25",0.963785796840889,42,3,"0.2","0"
"2048",2076,"M",75,0.2,"1","1",0.828282828282828,0.0188327490741685,"0.5",1,33,2,"0.2","0"
"2049",2077,"F",80,0.2,"1","1",0.181818181818182,0.00885535614689759,"0.5",0.904969485614647,74,3,"0.2","0"
"2050",2078,"M",59,0.2,"1","1",0.868686868686869,0.00687449968196202,"0.75",1,48,3,"0.2","0"
"2051",2079,"M",39,0.2,"1","1",0.303030303030303,0.00594243794104715,"0.5",0.969899062725306,23,3,"0.2","0"
"2052",2080,"M",72,0.2,"1","1",0.333333333333333,0.010564929499777,"0.25",0.989998386836587,19,3,"0.2","0"
"2053",2081,"F",59,0.2,"1","1",0.0202020202020202,0.00935524464004249,"0",0.985052562417871,26,3,"0.2","0"
"2054",2082,"M",45,0.2,"0","0",0.363636363636364,0.07654513480147,"1",0.909515859766277,52,7,"0.2","0"
"2055",2083,"F",57,0.2,"1","1",0.414141414141414,0.00597534022141405,"0.5",0.967834460151608,10,3,"0.2","0"
"2056",2084,"M",67,0.2,"1","1",0.292929292929293,0.00938464088217094,"0.75",0.969899062725306,23,4,"0.2","0"
"2057",2085,"F",27,0.2,"1","1",0.919191919191919,0.010647113171581,"0",1,38,2,"0.2","0"
"2058",2086,"F",64,0.6,"1","1",0.393939393939394,0.00903334652014416,"0.75",0.990062111801242,41,3,"0.6","0"
"2059",2087,"F",44,0.2,"1","1",0.888888888888889,0.00581306345422268,"0.75",1,38,3,"0.2","0"
"2060",2088,"M",29,0.2,"1","1",0.242424242424242,0.0123278253842721,"0.75",0.964021615472127,6,4,"0.2","0"
"2061",2089,"M",68,0.2,"0","0",0.414141414141414,0.0800988086760262,"1",0.909515859766277,52,7,"0.2","0"
"2062",2090,"M",57,0.2,"1","1",0.0404040404040404,0.00130844275278432,"0.75",0.985052562417871,26,4,"0.2","0"
"2063",2091,"F",71,0.2,"1","1",0.757575757575758,0.00738851873622638,"0",1,25,2,"0.2","0"
"2064",2092,"M",73,0.2,"1","1",0.303030303030303,0.00347702615758255,"0",0.969899062725306,23,3,"0.2","0"
"2065",2093,"F",21,0.2,"1","1",0.737373737373737,0.00503991132583836,"0.5",1,65,2,"0.2","0"
"2066",2094,"F",62,0.2,"1","1",0.828282828282828,0.00769787621831199,"0",1,33,2,"0.2","0"
"2067",2095,"F",74,0.2,"1","1",0.262626262626263,0.00836345965567979,"0.75",0.992853112657514,13,4,"0.2","0"
"2068",2096,"M",72,0.2,"1","1",0.929292929292929,0.0125261588313271,"0.25",1,64,2,"0.2","0"
"2069",2097,"F",39,0.2,"0","1",0.101010101010101,0.462128963484991,"1",0.947336923997606,24,6,"0.2","1"
"2070",2098,"F",67,0.4,"1","1",0.676767676767677,0.0113259178327592,"0.75",0.994578313253012,37,2,"0.4","0"
"2071",2099,"M",54,0.4,"1","1",0.626262626262626,0.0139682404500585,"0.5",0.994578313253012,37,1,"0.4","0"
"2072",2100,"F",66,0.4,"1","1",0.0808080808080808,0.0185790144309535,"0.5",0.919736118746564,70,2,"0.4","0"
"2073",2101,"M",46,0.4,"1","1",0.868686868686869,0.0094880186472313,"0.25",0.997014925373134,49,1,"0.4","0"
"2074",2102,"F",54,0.2,"1","1",0.98989898989899,0.00852772093801107,"0",1,18,2,"0.2","0"
"2075",2103,"F",73,0.2,"1","1",0.636363636363636,0.00999261865042635,"0",0.995424388011897,62,2,"0.2","0"
"2076",2104,"F",54,0.2,"1","1",0.0909090909090909,0.0111221674096673,"0.75",0.963785796840889,42,4,"0.2","0"
"2077",2105,"F",35,0.2,"0","1",0.505050505050505,0.115835413751483,"1",0.949232406140751,31,5,"0.2","1"
"2078",2106,"F",32,0.2,"1","1",0.0808080808080808,0.0126872736310365,"0",0.963785796840889,42,3,"0.2","0"
"2079",2107,"M",65,0.2,"1","1",0.575757575757576,0.00755257011510197,"0",0.964222873900293,35,2,"0.2","0"
"2080",2108,"M",30,0.2,"0","0",0.858585858585859,0.185110741300164,"1",1,15,6,"0.2","0"
"2081",2109,"F",26,0.2,"1","1",0.0909090909090909,0.0141999789929943,"0.5",0.963785796840889,42,3,"0.2","0"
"2082",2110,"F",34,0.2,"1","1",0.818181818181818,0.011096262871279,"0.75",1,33,3,"0.2","0"
"2083",2111,"F",78,0.2,"1","1",0.848484848484849,0.00628553134458191,"0.5",1,54,2,"0.2","0"
"2084",2112,"F",61,0.2,"0","1",0.606060606060606,0.143598774511659,"1",0.949232406140751,31,5,"0.2","0"
"2085",2113,"F",63,0.2,"0","1",0.181818181818182,0.0135640921487843,"1",0,29,4,"0.2","0"
"2086",2114,"F",76,0.2,"1","1",0.646464646464647,0.00823392931125779,"0",0.995850622406639,61,2,"0.2","0"
"2087",2115,"F",36,0.2,"1","1",0.212121212121212,0.0125578482286791,"0.25",0.964021615472127,6,3,"0.2","0"
"2088",2116,"M",52,0.2,"1","1",0.0707070707070707,0.0127093571051373,"0.75",0.963785796840889,42,4,"0.2","0"
"2089",2117,"M",62,0.2,"0","1",0.777777777777778,0.00714951774329729,"1",1,12,4,"0.2","0"
"2090",2118,"M",74,0.2,"1","1",0.202020202020202,0.0107288373741327,"0.75",0.974744760881247,17,4,"0.2","1"
"2091",2119,"F",78,1,"0","0",0.929292929292929,0.00948417457316509,"1",0.980662983425414,1,4,"1","0"
"2092",2120,"F",34,0.2,"1","1",0.666666666666667,0.00762697403611423,"0.25",1,34,2,"0.2","0"
"2093",2121,"M",39,0.2,"1","1",0.747474747474748,0.00272501882524415,"0.25",1,65,2,"0.2","0"
"2094",2122,"M",21,0.2,"1","1",0.252525252525253,0.00381811464078664,"0.5",0.992853112657514,13,3,"0.2","0"
"2095",2123,"M",30,0.2,"1","1",0.494949494949495,0.0115665173691987,"0.25",0.989976869699306,5,2,"0.2","0"
"2096",2124,"F",44,0.2,"1","1",0.595959595959596,0.00951504830035615,"0",0.964222873900293,35,2,"0.2","0"
"2097",2125,"F",22,0.2,"1","1",0.818181818181818,0.0100872119673257,"0.75",1,33,3,"0.2","0"
"2098",2126,"M",45,0.2,"1","1",0.606060606060606,0.00792619850118666,"0.75",0.983249279538905,14,3,"0.2","0"
"2099",2127,"M",69,0.2,"1","1",0.626262626262626,0.0092376491551001,"0.5",0.995850622406639,61,2,"0.2","0"
"2100",2128,"F",61,0.2,"1","1",0.767676767676768,0.00564338125844364,"0.25",1,25,2,"0.2","0"
"2101",2129,"M",38,0.2,"1","1",0.535353535353535,0.0140921681454823,"0.75",0.979356270810211,2,3,"0.2","0"
"2102",2130,"F",67,0.4,"1","1",0.232323232323232,0.00610139928452655,"0.75",0.919736118746564,70,3,"0.4","0"
"2103",2131,"F",58,0.2,"1","1",0.404040404040404,0.0180915184254767,"0.5",0.967834460151608,10,3,"0.2","0"
"2104",2132,"F",61,0.2,"0","0",0.252525252525253,0.00480982897314446,"1",0.0154559505409583,20,5,"0.2","0"
"2105",2133,"F",53,0.6,"1","1",0.434343434343434,0.00684756257488544,"0",0.990062111801242,41,2,"0.6","0"
"2106",2134,"M",37,0.2,"1","1",0.868686868686869,0.00821043728250763,"0",1,48,2,"0.2","0"
"2107",2135,"F",73,0.2,"1","1",0.565656565656566,0.00282223573391177,"0.5",0.995238095238095,72,2,"0.2","0"
"2108",2136,"F",76,0.2,"1","1",0.242424242424242,0.00738391481429082,"0.75",0.964021615472127,6,4,"0.2","0"
"2109",2137,"M",64,0.2,"0","0",0.727272727272727,0.0315459239418433,"1",1,21,6,"0.2","0"
"2110",2138,"F",68,0.2,"1","1",0.272727272727273,0.00170290097510516,"0",0.992853112657514,13,3,"0.2","0"
"2111",2139,"F",57,0.2,"0","0",0.686868686868687,0.00942866885133139,"1",0.972802024035421,59,5,"0.2","0"
"2112",2140,"F",52,0.2,"1","1",0.797979797979798,0.00111157486635775,"0",1,4,2,"0.2","0"
"2113",2141,"M",73,0.6,"1","1",0.94949494949495,0.00716557831401673,"0.5",0.997014925373134,49,1,"0.6","0"
"2114",2142,"M",66,0.2,"1","1",0.888888888888889,0.00453942269198134,"0.5",1,38,2,"0.2","0"
"2115",2143,"M",37,0.2,"1","1",0.505050505050505,0.00705468006438019,"0.25",0.957218167072182,3,2,"0.2","0"
"2116",2144,"M",58,0.4,"1","1",0.606060606060606,0.00725958091972656,"0.25",0.994578313253012,37,1,"0.4","0"
"2117",2145,"M",64,0.2,"1","1",0.919191919191919,0.0118660727624264,"0",1,38,2,"0.2","0"
"2118",2146,"F",75,0.2,"1","1",0.393939393939394,0.0117443063558132,"0.25",0.967834460151608,10,3,"0.2","0"
"2119",2147,"F",20,0.2,"1","1",0.434343434343434,0.00161227564446877,"0.75",0.986548737792519,71,4,"0.2","0"
"2120",2148,"F",33,0.2,"1","1",0.0101010101010101,0.00733544387582632,"0.75",0.985052562417871,26,4,"0.2","0"
"2121",2149,"M",41,0.2,"1","1",0.0404040404040404,0.00831329577556759,"0.75",0.985052562417871,26,4,"0.2","0"
"2122",2150,"M",67,0.2,"0","1",0.858585858585859,0.00652443482005327,"1",1,12,4,"0.2","0"
"2123",2151,"M",68,0.2,"1","1",0.434343434343434,0.0119837812364475,"0",0.986548737792519,71,3,"0.2","0"
"2124",2152,"M",49,0.2,"1","1",0.757575757575758,0.010678758437767,"0.25",1,25,2,"0.2","0"
"2125",2153,"M",68,0.4,"0","1",0.101010101010101,0.0148619599686575,"1",0.869925671812464,28,4,"0.4","0"
"2126",2154,"M",55,0.2,"1","1",0.616161616161616,0.00925114816863587,"0",0.983249279538905,14,2,"0.2","0"
"2127",2155,"M",42,0.2,"0","1",0.898989898989899,0.000616494103117269,"1",1,12,4,"0.2","0"
"2128",2156,"F",48,0.2,"0","1",0.777777777777778,0.167265578062444,"1",1,12,5,"0.2","0"
"2129",2157,"F",51,0.2,"1","1",0.919191919191919,0.00451383220217384,"0.5",1,38,2,"0.2","0"
"2130",2158,"M",20,0.2,"1","1",0.191919191919192,0.00372640193360666,"0.5",0.904969485614647,74,3,"0.2","0"
"2131",2159,"F",65,0.2,"1","1",0.555555555555556,0.0094489792340072,"0",0.979356270810211,2,2,"0.2","0"
"2132",2160,"M",79,0.2,"1","1",0.787878787878788,0.0129252633789598,"0",1,4,2,"0.2","0"
"2133",2161,"M",39,0.2,"1","1",0.242424242424242,0.0147923499879345,"0.5",0.964021615472127,6,3,"0.2","0"
