"","fraud","sex","age","income1","same_city","same_count","seller_sco","dispersao","type","V10","V11","V12"
"4464","N","F",58,0.2,1,1,0.858585858585859,0.00697689093290991,0,0,1,1
"4465","N","F",76,0.2,1,1,0.0202020202020202,0.0128354896940488,0.75,0.0149474375821288,0.985052562417871,3
"4466","N"," ",31,0.4,0,0,0.858585858585859,0.154099153792118,1,0,1,4
"4467","N","F",57,0.2,0,0,0.323232323232323,0.485173600189935,1,0.0847029077117573,0.915297092288243,8
"4468","N","M",29,0.2,1,1,0.707070707070707,0.0113332158287473,0.25,0,1,1
"4469","N","F",76,0.2,1,1,0.242424242424242,0.00276440174626951,0.5,0.0359783845278726,0.964021615472127,2
"4470","N","F",58,0.2,0,1,0.878787878787879,0.168784771808501,1,0,1,4
"4471","N","M",28,0.2,1,1,0.363636363636364,0.0130922200014714,0,0.0278786118774503,0.97212138812255,2
"4472","N","F",46,0.2,1,1,0.777777777777778,0.00912711444954145,0,0,1,1
"4473","N","F",29,0.2,1,1,0.505050505050505,0.00885219803129599,0.5,0.0427818329278183,0.957218167072182,3
"4474","N","M",65,0.2,0,0,0.666666666666667,0.0117623706704494,1,0.0271979759645794,0.972802024035421,4
"4475","N"," ",66,0.2,1,1,0.111111111111111,0.00934714154277541,0.25,0.0362142031591113,0.963785796840889,2
"4476","N","F",42,0.2,1,1,0.626262626262626,0.0346897675935844,0.25,0.00457561198810341,0.995424388011897,2
"4477","N","F",23,0.2,1,1,0.454545454545455,0.00996319252140147,0.75,0.0134512622074811,0.986548737792519,3
"4478","N","F",65,1,1,1,0.0909090909090909,0.0113190986330876,0.25,0.0949298813376483,0.905070118662352,3
"4479","N","M",36,0.2,1,1,0.222222222222222,0.0941171695158133,0.25,0.994432071269488,0.00556792873051225,5
"4480","N","F",36,1,1,1,0.818181818181818,0.00678276163503106,0.25,0.00352526439482961,0.99647473560517,0
"4481","N","M",54,0.2,1,1,0.95959595959596,0.000993297620073617,0.25,0,1,1
"4482","N","M",41,0.2,0,0,0.181818181818182,0.058366496666702,1,0.12729057591623,0.87270942408377,8
"4483","N","M",28,0.2,1,1,0.666666666666667,0.00897277122959424,0.75,0,1,2
"4484","N","M",36,0.4,1,1,0.101010101010101,0.00953045787369583,0,0.0802638812534359,0.919736118746564,3
"4485","N","M",43,0.2,1,1,0.606060606060606,0.000350451218168434,0,0.0167507204610951,0.983249279538905,1
"4486","N","F",51,0.2,0,0,0.535353535353535,0.10683122914289,1,0.0628034962771123,0.937196503722888,7
"4487","N","F",70,0.2,1,1,0.545454545454545,0.00815835024628554,0,0.0206437291897891,0.979356270810211,1
"4488","N","F",51,0.2,1,1,0.0202020202020202,0.00782653617336437,0.25,0.0149474375821288,0.985052562417871,2
"4489","N","M",52,0.2,1,1,0.0707070707070707,0.00993766770184109,0,0.0362142031591113,0.963785796840889,2
"4490","N","M",61,0.2,1,1,0.848484848484849,0.0040966435517006,0.5,0,1,1
"4491","N","M",31,0.2,1,1,0.878787878787879,0.0111650970462602,0.25,0,1,1
"4492","N","F",75,0.2,1,1,0.171717171717172,0.0109835704211166,0.25,0.0171449869549012,0.982855013045099,2
"4493","N","M",46,0.2,1,1,0.343434343434343,0.00947722944696002,0,0.0278786118774503,0.97212138812255,2
"4494","N","F",29,0.2,1,1,0.565656565656566,0.00605551677964234,0.5,0.00476190476190476,0.995238095238095,1
"4495","N","M",68,0.2,1,1,0.606060606060606,0.0120167036470576,0.75,0.0167507204610951,0.983249279538905,2
"4496","N","F",73,0.2,1,1,0.0404040404040404,0.00199015239925122,0.75,0.0149474375821288,0.985052562417871,3
"4497","Y","M",44,0.2,1,1,0.101010101010101,0.00866832979365655,0.25,0.0362142031591113,0.963785796840889,2
"4498","N","M",55,0.2,1,1,0.212121212121212,0.0123436613570819,0.75,0.0359783845278726,0.964021615472127,3
"4499","N","F",45,0.2,1,1,0.585858585858586,0.0114411273982248,0.75,0.0357771260997067,0.964222873900293,2
"4500","N","M",20,0.2,0,1,0.696969696969697,0.140335523058762,1,0.0507675938592491,0.949232406140751,6
"4501","N","M",63,0.2,0,0,0.353535353535354,0.016995108278448,1,0.0904841402337229,0.909515859766277,7
"4502","N","M",44,0.2,0,1,0.444444444444444,0.3993051035278,1,0.0526630760023938,0.947336923997606,7
"4503","N","M",29,0.2,1,1,0.737373737373737,0.00885276391190055,0,0,1,1
"4504","N","F",53,0.2,1,1,0.484848484848485,0.011477971167586,0.25,0.0100231303006939,0.989976869699306,2
"4505","N","F",49,0.2,1,1,0.545454545454545,0.0119709222130467,0.75,0.0206437291897891,0.979356270810211,2
"4506","N","F",57,0.2,0,1,0.414141414141414,0.0339263299031464,1,0.0506222670702994,0.949377732929701,7
"4507","N","M",66,0.2,1,1,0.151515151515152,0.00700076433465682,0.25,0.0171449869549012,0.982855013045099,2
"4508","N","F",22,0.2,1,1,0.303030303030303,0.0199369986182763,0.5,0.0301009372746936,0.969899062725306,2
"4509","N","M",33,0.6,0,1,0.858585858585859,0.0398706843421327,1,0,1,3
"4510","N","M",65,0.2,1,1,0.484848484848485,0.00331972225220729,0.5,0.0100231303006939,0.989976869699306,2
"4511","N","M",31,0.2,1,1,0.707070707070707,0.0138978517803774,0.5,0,1,1
"4512","N","F",54,0.2,1,1,0.515151515151515,0.0125576876290692,0,0.0427818329278183,0.957218167072182,3
"4513","N"," ",67,0.2,0,0,0.494949494949495,0.0316238601516792,1,0.0628034962771123,0.937196503722888,7
"4514","Y","F",49,0.2,1,1,0.606060606060606,0.0173541420164345,1,0.0167507204610951,0.983249279538905,2
"4515","N","M",57,0.2,1,1,0.292929292929293,0.00849176171520822,0.75,0.0301009372746936,0.969899062725306,3
"4516","N","M",33,0.2,1,1,0.727272727272727,0.00869313735413389,0.25,0,1,1
"4517","N","M",30,0.2,1,1,0.282828282828283,0.0019327394699867,0,0.00714688734248636,0.992853112657514,2
"4518","N","F",54,0.2,1,1,0.606060606060606,0.0101409075302136,0.25,0.0167507204610951,0.983249279538905,1
"4519","N","M",32,0.2,1,1,0.0202020202020202,0.00617681353826207,0.75,0.0149474375821288,0.985052562417871,3
"4520","N","F",39,0.2,1,1,0.747474747474748,0.0101673997115114,0.25,0,1,1
"4521","N","F",26,0.2,0,0,0.767676767676768,0.0477793382135104,1,0,1,5
"4522","Y","M",63,0.4,1,1,0.101010101010101,0.0137439442302071,0.5,0.0802638812534359,0.919736118746564,3
"4523","N","M",72,0.2,1,1,0.616161616161616,0.00166343246345838,0.25,0.0167507204610951,0.983249279538905,1
"4524","N","M",32,0.2,0,0,0.0101010101010101,0.149848660966275,1,0.114365411436541,0.885634588563459,8
"4525","N","M",50,0.2,1,1,0.898989898989899,0.00969623193894489,0.25,0,1,1
"4526","N","F",76,0.2,1,1,0.424242424242424,0.0120443901589831,0.75,0.0321655398483917,0.967834460151608,3
"4527","N","M",32,0.2,1,1,0.313131313131313,0.0104724353544554,0,0.0301009372746936,0.969899062725306,2
"4528","N","M",54,0.2,1,1,0.94949494949495,0.00822397314802658,0.75,0,1,2
"4529","N","M",33,0.2,1,1,0.474747474747475,0.010646303135582,0.75,0.0100231303006939,0.989976869699306,3
"4530","N","M",24,0.2,1,1,0.474747474747475,0.012558678496839,0.25,0.0100231303006939,0.989976869699306,2
"4531","N","F",67,0.2,1,1,0.373737373737374,0.0103234417587829,0,0.00602409638554217,0.993975903614458,2
"4532","N","F",27,0.2,1,1,0.434343434343434,0.0088469675543298,0,0.0134512622074811,0.986548737792519,2
"4533","N","F",60,0.6,1,1,0.797979797979798,0.00323281626462021,0.5,0,1,0
"4534","N","M",45,0.2,0,1,0.757575757575758,0.288507003429943,1,0,1,4
"4535","N","F",34,0.2,1,1,0.292929292929293,0.00635421631847248,0.25,0.0301009372746936,0.969899062725306,2
"4536","Y","M",27,0.2,1,1,0.202020202020202,0.00926321462106428,0.75,0.0252552391187534,0.974744760881247,3
"4537","N","F",51,0.2,0,1,0.585858585858586,0.0745367652137152,1,0.0507675938592491,0.949232406140751,6
"4538","N","M",60,0.2,1,1,0.707070707070707,0.0113019929384628,0.25,0,1,1
"4539","N","M",60,0.2,0,1,0.292929292929293,0.0593723228526175,1,1,0,7
"4540","N","M",46,0.6,0,1,0.767676767676768,0.0771225551977508,1,0,1,3
"4541","N","F",56,0.2,1,1,0.353535353535354,0.00861986301228923,0.75,0.0278786118774503,0.97212138812255,3
"4542","N","M",28,0.2,1,1,0.939393939393939,0.00441888945753268,0.75,0,1,2
"4543","N","F",33,1,1,1,0.151515151515152,0.00760966622636925,0,0.0949298813376483,0.905070118662352,3
"4544","N","F",39,0.2,1,1,0.717171717171717,0.0027913943001546,0.25,0,1,1
"4545","N","F",25,0.2,1,1,0.909090909090909,0.0122483155413115,0,0,1,1
"4546","N","F",64,0.2,1,1,0.676767676767677,0.0115011973351752,0,0,1,1
"4547","N","F",36,0.2,1,1,0.131313131313131,0.00280628188578338,0.5,0.0171449869549012,0.982855013045099,2
"4548","N","M",63,0.2,1,1,0.191919191919192,0.000887664195542318,0,0.0950305143853531,0.904969485614647,4
"4549","N","F",45,0.4,1,1,0.757575757575758,0.0140155636813969,0.5,0.000643086816720257,0.99935691318328,0
"4550","N","F",52,0.2,1,1,0.161616161616162,0.0133158643381042,0.75,0.0171449869549012,0.982855013045099,3
"4551","N","M",55,0.2,0,1,0.505050505050505,0.153544036578064,1,0.0507675938592491,0.949232406140751,6
"4552","N","F",69,0.2,0,0,0.0707070707070707,0.0270893503374816,1,0.114365411436541,0.885634588563459,7
"4553","N","F",57,0.2,1,1,0.141414141414141,0.000475241467143034,0.75,0.0171449869549012,0.982855013045099,3
"4554","N","F",42,1,1,1,0.0404040404040404,0.00303850695063703,0.5,0.0949298813376483,0.905070118662352,3
"4555","N","M",48,0.4,1,1,0.898989898989899,0.00434363730542723,0.75,0.00298507462686567,0.997014925373134,1
"4556","N","M",21,0.2,1,1,0.535353535353535,0.0111451851704872,0.25,0.0206437291897891,0.979356270810211,1
"4557","N","M",27,0.2,1,1,0.98989898989899,0.00790904407651747,0,0,1,1
"4558","N","M",53,0.2,0,0,0.434343434343434,0.0984841039956448,1,0.0628034962771123,0.937196503722888,8
"4559","N","F",31,0.2,1,1,0.808080808080808,0.00579266354253302,0.5,0,1,1
"4560","N","M",69,0.4,1,1,0.0101010101010101,0.0122295465234882,0,0.0149474375821288,0.985052562417871,1
"4561","N","F",64,0.2,0,0,0.343434343434343,0.0444322756262966,1,0.0904841402337229,0.909515859766277,8
"4562","N","M",29,0.2,0,0,0.212121212121212,0.0618525869935042,1,0.12729057591623,0.87270942408377,8
"4563","N","F",57,0.2,1,1,0.151515151515152,0.00821538113076777,0.25,0.0171449869549012,0.982855013045099,2
"4564","N","M",61,0.2,1,1,0.181818181818182,0.00628758305033888,0,0.0950305143853531,0.904969485614647,4
"4565","N","M",19,0.2,1,1,0.878787878787879,0.000257694880406267,0.75,0,1,2
"4566","N","F",69,0.2,1,1,0.171717171717172,0.0104990208560213,0.75,0.0171449869549012,0.982855013045099,3
"4567","N","F",28,0.2,1,1,0.0505050505050505,0.00973613056898033,0,0.0149474375821288,0.985052562417871,2
"4568","N","M",79,0.2,1,1,0.97979797979798,0.00991931578676805,0.25,0,1,1
"4569","N","M",39,0.2,1,1,0.383838383838384,0.0117226326833551,0.25,0.00602409638554217,0.993975903614458,2
"4570","N","F",58,0.2,1,1,0.323232323232323,0.0121024289655724,0.25,0.0100016131634135,0.989998386836587,2
"4571","Y","F",60,0.2,1,1,0.303030303030303,0.0987038298518898,1,0.0301009372746936,0.969899062725306,4
"4572","N","F",31,0.2,1,1,0.232323232323232,0.00726284089070207,0.75,0.0359783845278726,0.964021615472127,3
"4573","N","M",40,0.2,1,1,0.686868686868687,0.0044268884037371,0.5,0,1,1
"4574","N","M",56,0.4,1,1,0.313131313131313,0.00938153882511062,0.75,0.00993788819875776,0.990062111801242,2
"4575","N","F",63,0.2,1,1,0.191919191919192,0.013468021312943,0.5,0.0950305143853531,0.904969485614647,4
"4576","N","F",28,0.2,1,1,0.797979797979798,0.0164599225993063,0.5,0,1,1
"4577","N","F",45,0.2,1,1,0.474747474747475,0.00637220310832722,0,0.0100231303006939,0.989976869699306,2
"4578","N","M",68,0.2,1,1,0.151515151515152,0.00807099388264118,0.25,0.0171449869549012,0.982855013045099,2
"4579","N","M",24,0.2,1,1,0.686868686868687,0.00319581560661857,0.25,0,1,1
"4580","N","F",56,0.2,1,1,0.0101010101010101,0.00311604202565798,0,0.0149474375821288,0.985052562417871,2
"4581","N","F",35,0.2,1,1,0.747474747474748,0.0118744968742067,0.75,0,1,2
"4582","N","M",75,0.2,0,0,0.656565656565657,0.149022542523689,1,0.0271979759645794,0.972802024035421,5
"4583","N","M",68,0.2,1,1,0.414141414141414,0.0101630286194851,0.75,0.0321655398483917,0.967834460151608,3
"4584","N","M",39,0.2,1,1,0,0.00425680583614709,0.25,0.0149474375821288,0.985052562417871,2
"4585","Y","F",79,0.2,0,1,0.303030303030303,0.000255204405440528,0.75,1,0,6
"4586","N","F",58,0.2,1,1,0.111111111111111,0.0129259279572524,0.75,0.0362142031591113,0.963785796840889,3
"4587","Y","M",70,0.2,0,0,0.555555555555556,0.135773977871672,1,0.0628034962771123,0.937196503722888,7
"4588","N","F",79,0.2,1,1,0.808080808080808,0.00563736193304071,0.25,0,1,1
"4589","N","F",80,0.4,1,1,0.626262626262626,0.0244066502259134,0.5,0.00542168674698795,0.994578313253012,0
"4590","N","M",31,0.2,1,1,0.111111111111111,0.00770292252056894,0.25,0.0362142031591113,0.963785796840889,2
"4591","N","F",44,0.2,1,1,0.626262626262626,0.0103007307525916,0,0.004149377593361,0.995850622406639,1
"4592","Y","F",33,0.2,0,1,0.101010101010101,0.0942356303702967,1,0.130074328187536,0.869925671812464,7
"4593","N","F",33,0.2,1,1,0.424242424242424,0.0106677591375605,0.75,0.0321655398483917,0.967834460151608,3
"4594","N","M",55,0.2,0,0,0.585858585858586,0.110443192935626,1,0.0271979759645794,0.972802024035421,5
"4595","N","M",47,0.2,1,1,0.212121212121212,0.00973394638421724,0.5,0.0359783845278726,0.964021615472127,2
"4596","N","F",63,0.2,1,1,0.424242424242424,0.0029627074814698,0.5,0.0321655398483917,0.967834460151608,2
"4597","N","M",43,0.2,1,1,0.848484848484849,0.00920434235605537,0.75,0,1,2
"4598","N","M",41,0.2,1,1,0.181818181818182,0.00999443094199672,0.75,0.0950305143853531,0.904969485614647,5
"4599","N","M",50,0.2,1,1,0.94949494949495,0.00921364635477133,0.5,0,1,1
"4600","N","F",40,0.2,0,0,0.656565656565657,0.0700406678452299,1,0.0271979759645794,0.972802024035421,5
"4601","N","F",48,0.2,0,0,0.454545454545455,0.0234203272913113,1,0.0628034962771123,0.937196503722888,7
"4602","Y","F",41,0.6,1,1,0.202020202020202,0.0102491350696995,1,0.0425311203319502,0.95746887966805,4
"4603","N","F",54,0.2,1,1,0.626262626262626,0.00306590455530558,0.5,0.004149377593361,0.995850622406639,1
"4604","N","F",41,0.2,1,1,0.353535353535354,0.0109363510218447,0,0.0278786118774503,0.97212138812255,2
"4605","N","M",42,0.2,0,1,0.282828282828283,0.0678680642224708,1,1,0,7
"4606","N","M",38,0.2,1,1,0.96969696969697,0.0085516952737912,0,0,1,1
"4607","N","F",57,0.2,1,1,0.414141414141414,0.000396367497992001,0,0.0321655398483917,0.967834460151608,2
"4608","N","M",25,0.2,0,0,0.97979797979798,0.222666622958137,1,0,1,5
"4609","N","M",51,0.2,1,1,0.797979797979798,0.0129733579121915,0.75,0,1,2
"4610","N","F",44,0.2,1,1,0.202020202020202,0.0108050254891534,0,0.0252552391187534,0.974744760881247,2
"4611","N","M",29,0.2,1,1,0.242424242424242,0.00561072337217797,0.25,0.0359783845278726,0.964021615472127,2
"4612","N","F",78,0.2,0,1,0.808080808080808,0.282008967833279,1,0,1,4
"4613","N","F",37,0.2,1,1,0.939393939393939,0.0084893281811172,0,0,1,1
"4614","N","F",70,0.2,1,1,0.252525252525253,0.00202895810160941,0.75,0.00714688734248636,0.992853112657514,3
"4615","N","F",44,0.2,1,1,0.98989898989899,0.00644692018545865,0,0,1,1
"4616","N","F",74,0.2,1,1,0.747474747474748,0.00916910453133227,0.25,0,1,1
"4617","N","F",44,0.4,1,1,0.97979797979798,0.0422721999182993,0.25,0,1,1
"4618","N","F",50,0.2,1,1,0.0404040404040404,0.00778750768502939,0.75,0.0149474375821288,0.985052562417871,3
"4619","N","M",38,0.2,1,1,0.111111111111111,0.00774166256370207,0.75,0.0362142031591113,0.963785796840889,3
"4620","N"," ",67,0.6,1,1,0.242424242424242,0.0179866400577928,0.5,0.0425311203319502,0.95746887966805,3
"4621","N","M",19,0.2,1,1,0.868686868686869,0.00389318038393163,0.25,0,1,1
"4622","N","F",29,0.2,1,1,0.858585858585859,0.0104156502413114,0,0,1,1
"4623","N","F",33,0.2,1,1,0.838383838383838,0.0113271847304941,0.25,0,1,1
"4624","N","M",39,0.2,1,1,0.939393939393939,0.00750015022642789,0.25,0,1,1
"4625","N","M",65,0.2,1,1,0.191919191919192,0.0109609085092675,0.25,0.0950305143853531,0.904969485614647,4
"4626","Y","M",66,0.4,1,1,0.404040404040404,0.0709285562299507,1,0.00993788819875776,0.990062111801242,3
"4627","N","M",38,0.2,1,1,0.151515151515152,0.00999056447866412,0.75,0.0171449869549012,0.982855013045099,3
"4628","Y","F",30,0.2,0,1,0.202020202020202,0.00659654727777323,0.25,1,0,5
"4629","N","F",34,0.2,0,0,0.373737373737374,0.10363963407456,1,0.0904841402337229,0.909515859766277,8
"4630","N","F",29,0.2,0,1,0.212121212121212,0.10141940743606,1,0.130074328187536,0.869925671812464,7
"4631","N","F",63,0.2,1,1,0.0202020202020202,0.0129210395886314,0.75,0.0149474375821288,0.985052562417871,3
"4632","N","F",66,0.2,1,1,0.767676767676768,0.0099162791764254,0.25,0,1,1
"4633","N","F",60,0.2,1,1,0.545454545454545,0.00287054045099502,0.5,0.0206437291897891,0.979356270810211,1
"4634","N","M",50,0.2,0,0,0.565656565656566,0.158709936089754,1,0.0271979759645794,0.972802024035421,5
"4635","N","F",35,0.2,1,1,0.242424242424242,0.00321106898832522,0.5,0.0359783845278726,0.964021615472127,2
"4636","N","M",46,0.2,1,1,0.868686868686869,0.00968317994411932,0.75,0,1,2
"4637","N","F",48,0.2,1,1,0.545454545454545,0.008908163233146,0,0.0206437291897891,0.979356270810211,1
"4638","N","M",64,0.2,1,1,0.525252525252525,0.00746571068670387,0.25,0.0206437291897891,0.979356270810211,1
"4639","N","M",52,0.2,0,0,0.474747474747475,0.237236799833651,1,0.0377358490566038,0.962264150943396,6
"4640","Y","F",47,0.2,0,0,0.303030303030303,0.00988392446641155,1,0.984544049459042,0.0154559505409583,7
"4641","N","F",57,0.2,1,1,0.777777777777778,0.0100228697248322,0,0,1,1
"4642","N","F",53,0.2,0,1,0.0707070707070707,0.078531793158607,1,0.130074328187536,0.869925671812464,7
"4643","N","M",33,0.2,1,1,0.737373737373737,0.00824186650969055,0.75,0,1,2
"4644","Y","F",44,0.2,1,1,0.202020202020202,0.0241925568028791,0.5,0.0252552391187534,0.974744760881247,2
"4645","N","F",30,0.2,1,1,0.717171717171717,0.00984558527350701,0.25,0,1,1
"4646","N","M",45,0.2,1,1,0.909090909090909,0.00436538221592578,0.5,0,1,1
"4647","N","M",66,0.2,1,1,0.333333333333333,0.0111131131660189,0.25,0.0100016131634135,0.989998386836587,2
"4648","N","F",68,0.2,0,0,0.525252525252525,0.0898974699627692,1,0.0628034962771123,0.937196503722888,7
"4649","N","F",70,0.2,1,1,0.878787878787879,0.00389541168859917,0.5,0,1,1
"4650","N","F",60,0.2,1,1,0.262626262626263,0.0134480327622239,0.75,0.00714688734248636,0.992853112657514,3
"4651","N","M",19,0.2,1,1,0.191919191919192,0.0103063132160491,0,0.0950305143853531,0.904969485614647,4
"4652","N","F",28,0.2,1,1,0.878787878787879,0.00342177602422856,0.5,0,1,1
"4653","N","F",53,0.2,1,1,0.737373737373737,0.0107919840346756,0.5,0,1,1
"4654","N","M",46,0.2,1,1,0.303030303030303,0.00855961363497339,0,0.0301009372746936,0.969899062725306,2
"4655","N","F",32,1,1,1,0.373737373737374,0.003369711133219,0.75,0.0102857142857143,0.989714285714286,2
"4656","N","F",77,0.2,1,1,0.919191919191919,0.0060801304070012,0.25,0,1,1
"4657","N","M",28,0.2,1,1,0.454545454545455,0.0126602999410634,0.75,0.0134512622074811,0.986548737792519,3
"4658","N","F",75,0.2,1,1,0.747474747474748,0.0123528983916724,0.75,0,1,2
"4659","N","F",78,0.2,0,1,0.929292929292929,0.440798227938779,1,0,1,4
"4660","N","M",26,0.4,1,1,0.0404040404040404,0.0103759862066229,0.75,0.0312166488794023,0.968783351120598,2
"4661","N","M",25,0.2,1,1,0.171717171717172,0.0135355247804404,0.25,0.0171449869549012,0.982855013045099,2
"4662","N","M",52,0.4,1,1,0.242424242424242,0.0103078898638496,0.25,0.0802638812534359,0.919736118746564,3
"4663","N","F",57,0.4,1,1,0.98989898989899,0.0091738465680624,0,0,1,0
"4664","N","F",29,0.2,1,1,0.131313131313131,0.00766974941955897,0.75,0.0171449869549012,0.982855013045099,3
"4665","N","F",41,0.2,0,1,0.616161616161616,0.191964930332754,1,0.0507675938592491,0.949232406140751,6
"4666","N","M",54,0.2,0,0,0.484848484848485,0.0320990748535023,1,0.0628034962771123,0.937196503722888,8
"4667","N","F",60,0.2,1,1,0.424242424242424,0.0193589338466512,0.25,0.0321655398483917,0.967834460151608,2
"4668","N","M",40,0.4,1,1,0.818181818181818,0.00528182888015495,0,0.00298507462686567,0.997014925373134,0
"4669","N","F",80,0.2,1,1,0.141414141414141,0.00313166329545217,0.5,0.0171449869549012,0.982855013045099,2
"4670","N","M",69,0.2,0,1,0.262626262626263,0.64420044225318,1,0.0526630760023938,0.947336923997606,7
"4671","N","M",49,0.2,1,1,0.383838383838384,0.00490932818033108,0.5,0.00602409638554217,0.993975903614458,2
"4672","N","F",75,0.2,1,1,0.454545454545455,0.00990417716286891,0.25,0.0134512622074811,0.986548737792519,2
"4673","N","M",39,0.4,1,1,0.888888888888889,0.0068310504655786,0,0.00298507462686567,0.997014925373134,0
"4674","N","M",38,0.2,1,1,0.666666666666667,0.00877261365858824,0.25,0,1,1
"4675","N","M",72,0.2,0,0,0.939393939393939,0.198320864255903,1,0,1,5
"4676","N","F",31,0.2,0,0,0.191919191919192,0.161080443368859,1,0.0705368289637953,0.929463171036205,8
"4677","N","F",47,0.2,1,1,0.0606060606060606,0.0129317280448192,0,0.0742939898624185,0.925706010137581,4
"4678","N","F",38,0.2,1,1,0.343434343434343,0.00364059303017804,0.5,0.0278786118774503,0.97212138812255,2
"4679","N","M",55,0.2,1,1,0.323232323232323,0.00303405002808385,0.5,0.0100016131634135,0.989998386836587,2
"4680","N","F",76,0.2,1,1,0.393939393939394,0.00405354619113333,0.75,0.00602409638554217,0.993975903614458,3
"4681","N","F",52,0.2,1,1,0.787878787878788,0.00959105343619888,0.25,0,1,1
"4682","N","F",35,0.2,1,1,0.626262626262626,0.00950539575203538,0.25,0.004149377593361,0.995850622406639,1
"4683","N","M",33,0.2,1,1,0.383838383838384,0.0066212013324857,0,0.00602409638554217,0.993975903614458,2
"4684","N"," ",34,0.4,1,1,0.464646464646465,0.00406178420549074,0.5,0.00993788819875776,0.990062111801242,1
"4685","N","F",45,0.2,1,1,0.868686868686869,0.0108089070737292,0.75,0,1,2
"4686","N","F",41,0.2,1,1,0.414141414141414,0.00573113906251535,0.5,0.0321655398483917,0.967834460151608,2
"4687","N","M",42,0.2,1,1,0.585858585858586,0.0121914592699615,0.75,0.0357771260997067,0.964222873900293,2
"4688","N","M",61,0.2,1,1,0.282828282828283,0.0108533289373651,0.5,0.00714688734248636,0.992853112657514,2
"4689","N","F",51,0.2,1,1,0.909090909090909,0.00625230304297084,0,0,1,1
"4690","N","F",52,0.2,1,1,0.797979797979798,0.00810526491632509,0.25,0,1,1
"4691","N","M",63,0.2,1,1,0.0202020202020202,0.00887818135453592,0.25,0.0149474375821288,0.985052562417871,2
"4692","N","M",27,0.2,1,1,0.95959595959596,0.0104983461363976,0,0,1,1
"4693","N","M",36,0.2,1,1,0.0707070707070707,0.00360935920892162,0.5,0.0362142031591113,0.963785796840889,2
"4694","N","M",19,0.2,1,1,0.656565656565657,0.00575042450314826,0.25,0.004149377593361,0.995850622406639,1
"4695","N","F",37,0.2,1,1,0.383838383838384,0.00425172375466837,0.5,0.00602409638554217,0.993975903614458,2
"4696","N","M",59,0.2,1,1,0.474747474747475,0.00659446420822368,0.5,0.0100231303006939,0.989976869699306,2
"4697","Y","M",29,0.2,0,1,0.101010101010101,0.0157666702804332,1,0.130074328187536,0.869925671812464,6
"4698","N","M",31,0.2,1,1,0.666666666666667,0.01774236117209,0.5,0,1,1
"4699","N","M",53,0.4,1,1,0.242424242424242,0.011875215143404,0,0.0802638812534359,0.919736118746564,3
"4700","N","F",26,0.2,1,1,0.595959595959596,0.00412185189999764,0,0.0167507204610951,0.983249279538905,1
"4701","N","M",71,0.2,1,1,0.828282828282828,0.0102600105633128,0.25,0,1,1
"4702","N","F",32,0.2,1,1,0.939393939393939,0.00895418281392865,0,0,1,1
"4703","N","F",31,0.2,1,1,0.646464646464647,0.010593723138573,0.25,0.00457561198810341,0.995424388011897,1
"4704","N","F",34,0.2,1,1,0.272727272727273,0.0119905894189076,0,0.00714688734248636,0.992853112657514,2
"4705","N","F",58,0.2,1,1,0.767676767676768,0.00624183803121176,0,0,1,1
"4706","N","M",71,0.2,1,1,0.646464646464647,0.00506355840060261,0.5,0.004149377593361,0.995850622406639,1
"4707","N","F",72,0.2,1,1,0.868686868686869,0.00936527777692388,0.25,0,1,1
"4708","N","F",26,0.2,1,1,0.252525252525253,0.00422452007710991,0.75,0.00714688734248636,0.992853112657514,3
"4709","N","F",40,0.4,1,1,0.0808080808080808,0.0201431580513548,0.25,0.0802638812534359,0.919736118746564,3
"4710","N","M",38,0.2,1,1,0.585858585858586,0.00353785109460576,0.5,0.0357771260997067,0.964222873900293,1
"4711","N","F",25,0.2,1,1,0.535353535353535,0.00722068401850604,0,0.0206437291897891,0.979356270810211,1
"4712","N"," ",71,0.2,1,1,0.323232323232323,0.000677938423027721,0.25,0.0100016131634135,0.989998386836587,2
"4713","N","F",73,0.2,1,1,0.707070707070707,0.00419395555563312,0.25,0,1,1
"4714","N","M",31,0.2,1,1,0.838383838383838,0.00736610056328873,0.75,0,1,2
"4715","N","M",32,0.2,1,1,0.0909090909090909,0.000260605696284562,0.25,0.0362142031591113,0.963785796840889,2
"4716","N","M",63,0.2,0,0,0.242424242424242,0.0408196871473876,1,0.12729057591623,0.87270942408377,8
"4717","N","F",56,0.2,1,1,0.828282828282828,0.000453702759725194,0,0,1,1
"4718","N","F",46,0.2,1,1,0.242424242424242,0.0029627074814698,0.5,0.0359783845278726,0.964021615472127,2
"4719","N","F",39,0.2,1,1,0.434343434343434,0.013274378656475,0.75,0.0134512622074811,0.986548737792519,3
"4720","N","F",68,0.2,1,1,0.757575757575758,0.0056119292968017,0.5,0,1,1
"4721","N","F",58,0.2,0,0,0.0505050505050505,0.0862016228788631,1,0.114365411436541,0.885634588563459,8
"4722","N","F",30,0.2,1,1,0.414141414141414,0.0446020025336504,0.25,0.0321655398483917,0.967834460151608,3
"4723","N","F",41,0.2,1,1,0.676767676767677,0.0109163391380378,0.75,0,1,2
"4724","N","F",41,0.4,1,1,0.222222222222222,0.0109511700863522,0.25,0.0802638812534359,0.919736118746564,3
"4725","N","M",78,0.2,1,1,0.525252525252525,0.00996035781955437,0,0.0206437291897891,0.979356270810211,1
"4726","N","F",66,0.2,1,1,0.666666666666667,0.0082381557516608,0.5,0,1,1
